profile,gender,birthday,favorites_anime,link
donnyderp,Male,"Oct 9, 1995","['4224', '34577', '23755', '12189', '7791', '5680', '2001', '31442']",https://myanimelist.net/profile/donnyderp
darkoinferno99,Male,"Mar 9, 1997","['11499', '23273', '23847', '4224', '5114', '20507', '17895']",https://myanimelist.net/profile/darkoinferno99
Gliglimp12,,"Jun 20, 1997","['1735', '28999', '13125']",https://myanimelist.net/profile/Gliglimp12
LunaAria,Male,"Jan 27, 1998","['12175', '18245', '10162', '27775', '9756', '3297', '5678', '167', '30806']",https://myanimelist.net/profile/LunaAria
purpleninja0006,Female,"May 6, 1998","['9253', '153', '877', '13601', '11061', '20', '223', '10049']",https://myanimelist.net/profile/purpleninja0006
_Kairu_,Male,Dec 1997,"['1575', '3297', '4181', '17074', '13125', '5114', '28891', '23847', '5231', '11665']",https://myanimelist.net/profile/_Kairu_
Sipi,Male,Dec 28,"['44', '1535', '1575', '7674', '10162', '5114', '30015', '32281', '5682']",https://myanimelist.net/profile/Sipi
Vehemor,Male,"Dec 26, 1985","['813', '207', '170', '9253', '1', '24833', '30740', '23755', '30276', '534']",https://myanimelist.net/profile/Vehemor
CJFireperson,Male,1995,"['199', '2001', '19815', '4181', '29803']",https://myanimelist.net/profile/CJFireperson
Eleiryn,,,[],https://myanimelist.net/profile/Eleiryn
LackOfARealLife,,,"['31964', '4181', '19815', '6702']",https://myanimelist.net/profile/LackOfARealLife
Glenneh,Male,"Aug 19, 1999","['5680', '24833', '13759', '20583', '37999', '10278', '28171', '37105', '35839', '31964']",https://myanimelist.net/profile/Glenneh
Krazzydude,,,[],https://myanimelist.net/profile/Krazzydude
Sasori762,Male,,"['4181', '934', '11061', '19', '245', '32281', '28851', '239', '13125', '13601']",https://myanimelist.net/profile/Sasori762
BlackNeonStar,Male,"Apr 25, 2000","['17074', '19', '6114', '5205', '30654', '14741', '9253', '11061', '20583', '1535']",https://myanimelist.net/profile/BlackNeonStar
PARODY_QUEEN,,,"['853', '1735', '5114', '9919', '15613']",https://myanimelist.net/profile/PARODY_QUEEN
buurning321,Male,"Apr 24, 1999","['25157', '23273', '23233', '22297', '18897']",https://myanimelist.net/profile/buurning321
dLash,Male,"Aug 31, 2000","['11741', '2001', '6114', '9253', '35247', '5114', '1', '801', '9756', '1604']",https://myanimelist.net/profile/dLash
trishxlucia,Female,1988,['20057'],https://myanimelist.net/profile/trishxlucia
LazySolidEye,,,[],https://myanimelist.net/profile/LazySolidEye
Camoprime,Male,"Nov 20, 2000","['20057', '8557']",https://myanimelist.net/profile/Camoprime
IAMCARBONDOG,,,"['263', '10271', '1', '114', '11061', '5114', '3002', '47']",https://myanimelist.net/profile/IAMCARBONDOG
Cerber106,Male,,"['20057', '37991', '2001', '263', '1575']",https://myanimelist.net/profile/Cerber106
Kalvus,Male,"Mar 30, 1930","['37450', '28851', '5114', '10087', '31043', '35968']",https://myanimelist.net/profile/Kalvus
DrEnforcicle,Male,"Mar 31, 1998","['263', '6594', '28223', '523', '7785', '5114']",https://myanimelist.net/profile/DrEnforcicle
ave1125,,,"['7791', '11061', '23327', '20057', '5114']",https://myanimelist.net/profile/ave1125
sakis263,Male,"Aug 26, 1993","['11061', '23327', '1', '245', '329']",https://myanimelist.net/profile/sakis263
MafuMateoMafu,Male,"Apr 25, 1991","['37991', '31933', '23327', '20057', '14719', '33', '5114', '1', '30', '2001']",https://myanimelist.net/profile/MafuMateoMafu
ConicalMug,,,"['7785', '205']",https://myanimelist.net/profile/ConicalMug
zeng,Male,"Feb 12, 1989","['2001', '2904', '1535', '18679', '10087']",https://myanimelist.net/profile/zeng
ClicheReviewer,,,"['2104', '1210', '323', '2251', '19']",https://myanimelist.net/profile/ClicheReviewer
Agil-san,Male,"Jan 30, 1993","['2476', '32281', '13125', '21863', '17074', '23311', '28735', '790', '14813']",https://myanimelist.net/profile/Agil-san
Artrill,Male,Apr 19,"['199', '7785', '1943', '10165', '339', '18679', '8426', '2246', '19489', '31181', '34599', '9260']",https://myanimelist.net/profile/Artrill
Hanaji,Male,"Nov 17, 1989","['820', '517', '918', '486', '457']",https://myanimelist.net/profile/Hanaji
WildNeptune,,Dec 19,"['1887', '849', '9253', '10721', '10800']",https://myanimelist.net/profile/WildNeptune
edorcean100,Male,"May 20, 1993","['4224', '6547', '12355', '5114', '13601']",https://myanimelist.net/profile/edorcean100
Wuddupashley,Female,"Oct 1, 1997","['853', '2034', '4081', '16498']",https://myanimelist.net/profile/Wuddupashley
lexiSTAR,Female,,"['4814', '3092']",https://myanimelist.net/profile/lexiSTAR
MYanimeBOO,Male,,['32995'],https://myanimelist.net/profile/MYanimeBOO
jade-v27,Female,"Feb 13, 1993","['1735', '269', '3731', '3470', '3457']",https://myanimelist.net/profile/jade-v27
YaoiMaster,Female,Nov 15,"['19', '1535', '7724', '11771', '16201', '23283', '30240', '31174', '634', '13585', '31043', '12883', '6211', '199', '14345', '226', '21431', '2025', '1889', '35120']",https://myanimelist.net/profile/YaoiMaster
sakrash,,,['3092'],https://myanimelist.net/profile/sakrash
ChocoLate666,,,"['9941', '2246', '2001', '5355', '1210']",https://myanimelist.net/profile/ChocoLate666
EzmierTheSwift,,"Dec 11, 1992","['27', '953', '25013', '23037', '154']",https://myanimelist.net/profile/EzmierTheSwift
neilcfreak,,,"['918', '19', '19365', '6377']",https://myanimelist.net/profile/neilcfreak
R1VET,,,['16498'],https://myanimelist.net/profile/R1VET
mknsenko,Female,,"['2159', '7720', '853', '136', '3092']",https://myanimelist.net/profile/mknsenko
yoruenvytoshirou,Male,"Apr 14, 1997","['269', '1579', '2923', '121', '3092']",https://myanimelist.net/profile/yoruenvytoshirou
shayne112,Female,"Feb 11, 1994","['1575', '934', '121', '27', '9756', '1535', '530']",https://myanimelist.net/profile/shayne112
Lucisz,Female,"Feb 7, 2002","['33502', '34599', '30296', '23289', '4814', '30503', '14713', '28851', '7817', '15225']",https://myanimelist.net/profile/Lucisz
zetsushiki,Male,"May 19, 2001","['9756', '34636', '28735', '31646', '9941']",https://myanimelist.net/profile/zetsushiki
Kuroyuki_97,,,"['20583', '6702', '24833', '21', '11757']",https://myanimelist.net/profile/Kuroyuki_97
LittleTwilight,Female,"Jun 17, 1994","['164', '2966', '239', '790', '263', '7785', '5114', '820', '22135']",https://myanimelist.net/profile/LittleTwilight
Ryuugamono,Male,"Jul 17, 1999","['457', '20583', '4081', '2251', '13601', '7674', '10408', '7193', '7724', '31964']",https://myanimelist.net/profile/Ryuugamono
Nolri,,"Apr 24, 1991","['1535', '19', '3002', '1575', '934', '9253', '7785', '30463', '3167', '33028']",https://myanimelist.net/profile/Nolri
malegend,Male,,"['1735', '22319']",https://myanimelist.net/profile/malegend
AnimeBW,Male,,"['918', '30', '5114', '6547', '27989', '14741', '202', '4181', '16664', '11751']",https://myanimelist.net/profile/AnimeBW
TehMageKnight,Male,,[],https://myanimelist.net/profile/TehMageKnight
Afloo,Male,"Jan 12, 2002","['9253', '227', '5081', '30', '39195', '2001', '2251', '5114', '14719', '28805']",https://myanimelist.net/profile/Afloo
aalexitoo,Male,"Apr 30, 2002","['9989', '23273']",https://myanimelist.net/profile/aalexitoo
